name	degree	is_seed	betweenness	closeness	eigenvector	hub_score	authority_score	community	mean_expr_UroB	mean_expr_GU	mean_expr_UroA	mean_expr_BaSq	mean_expr_UroC	pathway	is_well_expressed	global_mean	f_statistic	p_value	df_between	df_within	eta_squared	partial_eta_squared	omega_squared	cohens_f	expression_range	overall_sd	effect_size_ratio	p_adjusted_bh	p_adjusted_bonf	significant_05	significant_01	effect_size_category	cohens_f_category	sig_and_meaningful	sig_and_large_effect	rank_UroA	rank_UroB	rank_UroC	rank_GU	rank_BaSq	sc_norm_mean_expression	sc_norm_detection_rate	sc_norm_max_expression	sc_norm_cells_expressing	sc_norm_total_urothelial_cells	sc_norm_classification	sc_cancer_mean_expression	sc_cancer_detection_rate	sc_cancer_max_expression	sc_cancer_cells_expressing	sc_cancer_total_urothelial_cells	sc_cancer_classification	min_p_adjust	functional_diversity	functional_significance	functional_category	functional_specificity_ratio	pathway_role	functional_structural_importance	hpa_normal_tissue	IHC tissue name	hpa_normal_cell_type	hpa_normal_level	hpa_normal_reliability	hpa_cancer_type	hpa_cancer_high	hpa_cancer_medium	hpa_cancer_low	hpa_cancer_not_detected	hpa_normal_expressed	hpa_normal_reliable	hpa_cancer_expressed	hpa_cancer_confidence	hpa_expression_pattern	hpa_data_quality	hpa_filter_has_data	hpa_filter_normal_quality	hpa_filter_cancer_quality	hpa_passes_filter	hpa_high_confidence	hpa_therapeutic_target	hpa_potential_suppressor	is_amplified	is_homdel	tcga_mutsig_q_value	tcga_num_mutations	tcga_num_samples_mutated	tcga_profiled_samples	tcga_frequency	tcga_is_cancer_gene	tcga_mutation_frequency	pathway_sharing	n_pathways	pathways_list	UroA_mut_freq	UroA_alt_freq	UroB_mut_freq	UroB_alt_freq	UroC_mut_freq	UroC_alt_freq	GU_mut_freq	GU_alt_freq	BaSq_mut_freq	BaSq_alt_freq
MAPK3	168	TRUE	85.1365500270923	0.00561797752808989	0.929399817848219	0.929399817848218	0.929399817848218	2	-0.293508166882662	0.653161230104929	-0.402721964651015	-0.10669212659742	0.255071540454685	FGFR3	FALSE	-0.0917381779349625	25.3212788528708	4.86327889410128e-19	4	477	0.175147367124283	0.175147367124283	0.167939953613997	0.460801224128415	1.05588319475594	1.01115058980575	1.04423931054502	1.26182371306412e-18	1.40062432150117e-16	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	4	2	1	3	0.0293627500401539	0.0314205705064313	2.08440106379445	662	21069	Non-urothelial	0.209658022678308	0.291497975708502	1.71372414789283	288	988	Urothelial	5.34189550622665e-23	171	22.2723046115436	MAPK_Signaling	1	Functional_Hub	2.16817528601949	Urinary bladder	Urinary bladder	urothelial cells	High	Approved	urothelial cancer	9	2	0	0	TRUE	Medium	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	7	7	412	1.7%	TRUE	0.017	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0158730158730159	0.0403225806451613	0.032258064516129	NA	NA	0.05	0.0277777777777778	0.0416666666666667	0.0283018867924528	0.0384615384615385
EP300	90	FALSE	11.74307160947	0.00458715596330275	0.547472916977875	0.547472916977875	0.547472916977875	2	0.0834361861093902	-0.546217615765503	0.366973412275017	-0.443188383467227	0.193149901155558	FGFR3	FALSE	0.020268621446535	21.0405130090144	5.42708079118441e-16	4	477	0.14997816001758	0.14997816001758	0.142595985882939	0.420048045659773	0.913191028040521	1.01798504538529	0.897057409811845	1.3134447629085e-15	1.56299926786111e-13	TRUE	TRUE	Large	Very Large	TRUE	TRUE	1	3	2	5	4	0.0404319152778877	0.0407233376050121	2.02252417882334	858	21069	Non-urothelial	0.0390697787205615	0.0546558704453441	1.10966659373897	54	988	Non-urothelial	5.32007384615983e-18	184	17.2740823393671	Other	0.775585761808147	Peripheral	-1.44179832541694	Urinary bladder	Urinary bladder	urothelial cells	Medium	Supported	urothelial cancer	6	5	1	0	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	9.35e-10	80	63	412	15.3%	TRUE	0.153	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.134920634920635	0.0241935483870968	0.17741935483871	NA	0.1	NA	0.388888888888889	0.0277777777777778	0.254716981132075	0.00961538461538462
IL1B	112	FALSE	9.87986551074951	0.00467289719626168	0.701501604059095	0.701501604059095	0.701501604059095	2	0.216612856832685	0.075059531977961	-0.463929810257766	0.724011130590653	0.135533009672104	FGFR3	FALSE	-0.0787416610023211	27.833052531842	8.62266230039152e-21	4	477	0.189233579618674	0.189233579618674	0.182125138051034	0.483115783022872	1.18794094084842	0.941809000546459	1.26133954990784	2.56013066238429e-20	2.48332674251276e-18	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	2	3	4	1	0.10907318241087	0.0742797474963216	4.73128339914921	1565	21069	Urothelial	0.515262689133391	0.426113360323887	3.72769613255232	421	988	Urothelial	5.34189550622665e-23	352	22.2723046115436	MAPK_Signaling	1	Core_Process	-0.31690020954468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	Insufficient_data	Low	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	3	3	412	0.7%	FALSE	0.007	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0158730158730159	0.0161290322580645	NA	NA	NA	NA	0.0277777777777778	0.0277777777777778	0.0188679245283019	0.00961538461538462
KDR	128	FALSE	36.5516320461892	0.0050251256281407	0.73377458901904	0.73377458901904	0.73377458901904	1	-0.106025657463818	0.02878186832073	-0.234724069598157	-0.254544933519628	0.190313592344826	FGFR3	FALSE	-0.142832655904754	2.61585434123205	0.0346074085087289	4	477	0.0214650309996391	0.0214650309996391	0.0132321421321495	0.148107681978571	0.444858525864454	0.884941755795412	0.502698084875204	0.03893333457232	1	TRUE	FALSE	Small	Medium	TRUE	FALSE	4	3	1	2	5	0.00320759295039646	0.00294271204138782	2.00314235264793	62	21069	Non-urothelial	0.00153323093150519	0.00202429149797571	0.77321681229417	2	988	Non-urothelial	5.34189550622665e-23	154	22.2723046115436	MAPK_Signaling	1	Core_Process	0.459863813274898	Urinary bladder	Urinary bladder	urothelial cells	Not detected	Enhanced	urothelial cancer	0	1	2	9	FALSE	High	TRUE	Low	Cancer_upregulated	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	19	17	412	4.1%	TRUE	0.041	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0555555555555556	0.00806451612903226	0.0645161290322581	0.0161290322580645	0.05	0.1	0.0416666666666667	0.0416666666666667	0.0377358490566038	0.00961538461538462
PIK3CA	146	TRUE	59.7424890272037	0.00529100529100529	0.809465052273884	0.809465052273883	0.809465052273883	1	-0.212502467335582	-0.176639983268833	0.117900878544241	0.00370636901716318	-0.11265193424002	FGFR3	TRUE	-0.0181653110242842	2.37935116384494	0.0509232623306227	4	477	0.0195623107504681	0.0195623107504681	0.0113173490888596	0.141253779789354	0.330403345879823	1.01706131433379	0.324860793762714	0.0570657570086356	1	FALSE	FALSE	Small	Medium	FALSE	FALSE	1	5	3	4	2	0.0350529733958649	0.035834638568513	2.2874265325632	755	21069	Non-urothelial	0.047405235171746	0.0688259109311741	1.0681032005687	68	988	Non-urothelial	1.5289546509811e-19	150	18.8156053956346	Growth_Factor_Response	0.844798314489763	Functional_Hub	0.862359186091233	Urinary bladder	Urinary bladder	urothelial cells	Medium	Approved	urothelial cancer	2	7	3	0	TRUE	Medium	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	1.64e-12	100	91	412	22.1%	TRUE	0.221	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.214285714285714	0.0403225806451613	0.306451612903226	0.0806451612903226	0.35	NA	0.236111111111111	0.0277777777777778	0.235849056603774	0.0769230769230769
CBL	114	TRUE	47.8692656189692	0.0048780487804878	0.621209163003375	0.621209163003376	0.621209163003376	1	-0.35877067090561	-0.32405878882747	-0.0129430032796583	-0.0326455695412523	0.061180252182365	FGFR3	FALSE	-0.130881786963925	3.38376828954445	0.00958380988403601	4	477	0.0275924676925462	0.0275924676925462	0.0193985611177524	0.168450038367313	0.419950923087975	0.953241136982609	0.440550566687971	0.0111746447230865	1	TRUE	FALSE	Small	Medium	TRUE	FALSE	2	5	1	4	3	0.016108193454709	0.0173714936636765	1.79719676565528	366	21069	Non-urothelial	0.0396487038544184	0.0576923076923077	1.05255988776272	57	988	Non-urothelial	2.51168328744834e-18	77	17.6000351241646	Phosphorylation	0.79022065435665	Signal_Modifier	-0.290609969760035	Urinary bladder	Urinary bladder	urothelial cells	Not detected	Enhanced	urothelial cancer	1	4	1	4	FALSE	High	TRUE	Medium	Cancer_upregulated	High	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	NA	8	7	412	1.7%	TRUE	0.017	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0396825396825397	0.032258064516129	0.0161290322580645	NA	0.05	NA	0.0277777777777778	NA	0.00943396226415094	NA
FGF2	132	TRUE	62.8687290482681	0.00510204081632653	0.774872776187212	0.774872776187213	0.774872776187213	1	-0.313356390333821	-0.28460981069366	-0.509163954820858	0.360664905167441	0.48803900403696	FGFR3	FALSE	-0.285297975882988	31.4784992730794	2.76482960494789e-23	4	477	0.208842384982875	0.208842384982875	0.201873110541071	0.513780735138452	0.997202958857818	0.68868866122058	1.4479735401632	8.84745473583324e-23	7.96270926224991e-21	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	4	1	3	2	0.00995212854666798	0.00944515639090607	2.58628156828644	199	21069	Non-urothelial	0	0	0	0	988	Non-urothelial	5.34189550622665e-23	274	22.2723046115436	MAPK_Signaling	1	Functional_Bridge	0.907723905906427	Urinary bladder	Urinary bladder	urothelial cells	Not detected	Enhanced	urothelial cancer	0	0	0	12	FALSE	High	FALSE	None	Not_expressed	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	Shared_all_3	3	EGFR,FGFR3,ERBB2	NA	0.00806451612903226	NA	NA	NA	NA	0.0138888888888889	0.0277777777777778	0.00943396226415094	0.00961538461538462
STAT3	148	FALSE	32.4550867494223	0.00512820512820513	0.884065865303823	0.884065865303823	0.884065865303823	2	0.471420900946776	-0.475478204295732	-0.234015501574675	0.677675075346707	-0.594341514416132	FGFR3	FALSE	-0.0899137694321843	25.7028191156103	2.62517257937973e-19	4	477	0.177318518345686	0.177318518345686	0.170126305164516	0.464259913428736	1.27201658976284	0.979393305434462	1.29878015573995	7.00046021167928e-19	7.56049702861363e-17	TRUE	TRUE	Large	Very Large	TRUE	TRUE	3	2	5	4	1	0.126543642800018	0.112819782619014	2.7902246111565	2377	21069	Urothelial	0.204331260902237	0.267206477732794	1.95940205113107	264	988	Urothelial	1.5289546509811e-19	194	18.8156053956346	Growth_Factor_Response	0.844798314489763	Functional_Hub	0.564135113734919	Urinary bladder	Urinary bladder	urothelial cells	Medium	Supported	urothelial cancer	0	8	2	2	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	7	7	412	1.7%	TRUE	0.017	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0238095238095238	NA	0.032258064516129	NA	NA	NA	0.0277777777777778	0.0555555555555556	0.00943396226415094	0.00961538461538462
EGF	170	FALSE	66.0199371396368	0.00564971751412429	0.970531447491575	0.970531447491575	0.970531447491575	1	-0.0786134820208122	0.198522089284873	-0.27349294403321	0.513217891502521	-0.32176969406616	FGFR3	TRUE	-0.0487235470767823	12.4418682691958	1.23648041531915e-09	4	477	0.094477118691664	0.094477118691664	0.0867190105710145	0.323008243096922	0.834987585568681	0.912845060390812	0.914708992576683	2.13237341084978e-09	3.56106359611914e-07	TRUE	TRUE	Medium	Large	TRUE	TRUE	4	3	5	2	1	0	0	0	0	21069	Non-urothelial	0.000661390896164518	0.00101214574898785	0.653454205410549	1	988	Non-urothelial	5.34189550622665e-23	128	22.2723046115436	MAPK_Signaling	1	Functional_Hub	1.9754354772497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	Insufficient_data	Low	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	18	18	412	4.4%	FALSE	0.044	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0476190476190476	0.0161290322580645	0.0161290322580645	NA	NA	NA	0.0972222222222222	0.0138888888888889	0.0754716981132075	NA
TP53	174	FALSE	205.475271853865	0.00568181818181818	0.949150473588597	0.949150473588597	0.949150473588596	2	0.146911205801333	-0.439234590001201	0.511002222128678	-0.868871498974459	-0.266197422733514	FGFR3	FALSE	0.0508608487886219	38.26482557379	8.80159463107757e-28	4	477	0.242928406481105	0.242928406481105	0.236204904599349	0.566461861426759	1.37987372110314	1.03616864739353	1.33170765644588	3.96071758398491e-27	2.53485925375034e-25	TRUE	TRUE	Large	Very Large	TRUE	TRUE	1	2	3	4	5	0.0307091176612512	0.0328919265271252	2.12813480705118	693	21069	Non-urothelial	0.237952935790739	0.309716599190283	1.68935492645687	306	988	Urothelial	1.5289546509811e-19	284	18.8156053956346	Growth_Factor_Response	0.844798314489763	Functional_Hub	3.50051696017113	Urinary bladder	Urinary bladder	urothelial cells	Low	Enhanced	urothelial cancer	4	3	2	2	FALSE	High	TRUE	High	Cancer_upregulated	High	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	1.64e-12	230	198	412	48.1%	TRUE	0.481	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.388888888888889	0.0725806451612903	0.435483870967742	0.0161290322580645	0.5	NA	0.819444444444444	0.0138888888888889	0.726415094339623	0.0192307692307692
RPL8	76	FALSE	5.17238051296118	0.00440528634361234	0.17166453163272	0.17166453163272	0.17166453163272	3	0.0856515051012961	-0.413475535339596	0.355464628344707	-0.291139240038246	-0.0562503672473042	FGFR3	FALSE	0.052286412046727	13.8957390943259	9.91790938090652e-11	4	477	0.104364880084383	0.104364880084383	0.096672796161856	0.341359215487937	0.768940163684303	1.00899073854541	0.762088425898565	1.81933624312171e-10	2.85635790170108e-08	TRUE	TRUE	Medium	Large	TRUE	TRUE	1	2	3	5	4	1.48946134662071	0.428022212729603	4.89861023655442	9018	21069	Urothelial	3.18338808139473	1	3.89143456713813	988	988	Urothelial	2.70610080972589e-38	1	37.5676560287686	Translation	1.68674309569642	Core_Process	0.345767542660164	Urinary bladder	Urinary bladder	urothelial cells	Medium	Enhanced	urothelial cancer	0	6	4	1	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	2	2	412	0.5%	FALSE	0.005	Unique_to_FGFR3	1	FGFR3	0.00793650793650794	0.0483870967741935	NA	0.0161290322580645	0.05	0.1	NA	0.0555555555555556	0.00943396226415094	0.0480769230769231
ERBB2	164	FALSE	66.7061010992542	0.00555555555555556	0.930748126974031	0.930748126974032	0.930748126974032	1	0.171154431401748	0.694012837265364	0.215034666232539	-0.832572816484906	0.0848442101516199	FGFR3	TRUE	0.182534721361364	39.9236323698957	7.46636059351324e-29	4	477	0.250818127195333	0.250818127195333	0.24415221125802	0.57860985990403	1.52658565375027	0.853756673507547	1.78808049309705	3.69154312037359e-28	2.15031185093181e-26	TRUE	TRUE	Large	Very Large	TRUE	TRUE	2	3	4	1	5	0.0360383855802776	0.0392045184868765	2.06382050998976	826	21069	Non-urothelial	0.73635592846202	0.722672064777328	2.59826433756731	714	988	Urothelial	5.34189550622665e-23	111	22.2723046115436	MAPK_Signaling	1	Functional_Hub	1.8221312144033	Urinary bladder	Urinary bladder	urothelial cells	Medium	Enhanced	urothelial cancer	0	5	2	5	TRUE	High	TRUE	Medium	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.0145	57	50	412	12.1%	TRUE	0.121	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.142857142857143	0.0564516129032258	0.145161290322581	0.0483870967741935	0.1	0.05	0.361111111111111	0.138888888888889	0.122641509433962	0.0384615384615385
RPS11	72	FALSE	2.8316396613138	0.00420168067226891	0.149462575615517	0.149462575615517	0.149462575615517	3	0.0971836905247175	-0.583514137453614	0.427124024971763	-0.377282334877179	0.432215586372314	FGFR3	FALSE	0.0603663356115748	25.3112752180565	4.94263293952477e-19	4	477	0.175090287353075	0.175090287353075	0.16788247449274	0.4607101911563	1.01572972382593	1.02558888655565	0.990386827647061	1.2709627558778e-18	1.42347828658313e-16	TRUE	TRUE	Large	Very Large	TRUE	TRUE	2	3	1	5	4	1.15485383170383	0.425316816175424	4.03474900593966	8961	21069	Urothelial	2.64341044224674	0.998987854251012	3.79792695027079	987	988	Urothelial	2.70610080972589e-38	3	37.5676560287686	Translation	1.68674309569642	Core_Process	0.207440366763827	Urinary bladder	Urinary bladder	urothelial cells	Low	Uncertain	urothelial cancer	0	0	1	9	FALSE	Low	FALSE	None	Not_expressed	Medium	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	1	1	412	0.2%	FALSE	0.002	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.00793650793650794	0.0161290322580645	NA	0.0161290322580645	NA	0.05	NA	0.0138888888888889	NA	0.00961538461538462
RPS27A	172	TRUE	395.113585020561	0.00568181818181818	0.677920451528223	0.677920451528222	0.677920451528221	3	0.061314864956266	-0.628210512895262	0.389512119662728	-0.0735919328210025	0.0526678601212709	FGFR3	TRUE	0.0483309430745854	21.8628541955966	1.38970522222877e-16	4	477	0.154931698605518	0.154931698605518	0.147583707999626	0.428177887713758	1.01772263255799	1.00941290547467	1.008232237807	3.39182291527021e-16	4.00235104001884e-14	TRUE	TRUE	Large	Very Large	TRUE	TRUE	1	2	3	5	4	1.70192406456616	0.428306991314253	4.9768330577655	9024	21069	Urothelial	3.10579828021253	1	4.37507781829973	988	988	Urothelial	2.70610080972589e-38	1	37.5676560287686	Translation	1.68674309569642	Functional_Hub	7.97447993888454	Urinary bladder	Urinary bladder	urothelial cells	High	Supported	urothelial cancer	6	4	0	0	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	1	1	412	0.2%	FALSE	0.002	Shared_all_3	3	EGFR,FGFR3,ERBB2	NA	0.0403225806451613	0.0161290322580645	NA	NA	0.1	NA	0.0138888888888889	NA	NA
FGF18	66	TRUE	8.48119440269709	0.00436681222707424	0.389135259666433	0.389135259666433	0.389135259666433	1	-0.139991633845737	-0.1127015177351	-0.193055774856706	-0.078415849702019	-0.025442720722579	FGFR3	FALSE	-0.146928351895477	0.769391161538268	0.54550242326878	4	477	0.00641055711158139	0.00641055711158139	0	0.0803238289499215	0.167613054134127	0.618639903008367	0.270937993684285	0.557108857806414	1	FALSE	FALSE	Negligible	Small	FALSE	FALSE	5	4	1	3	2	0.00301887415368059	0.00299017513882956	2.19049739994173	63	21069	Non-urothelial	0.0145392418104133	0.0222672064777328	1.89181946324582	22	988	Non-urothelial	5.34189550622665e-23	59	22.2723046115436	MAPK_Signaling	1	Core_Process	-1.57820344551081	NA	NA	NA	NA	NA	urothelial cancer	0	0	1	10	NA	NA	FALSE	None	Insufficient_data	Low	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	Unique_to_FGFR3	1	FGFR3	0.00793650793650794	0.0161290322580645	NA	NA	NA	0.05	NA	0.0277777777777778	NA	NA
EGFR	180	FALSE	89.9350193116092	0.00581395348837209	1	1	1	2	-0.0368286382381561	-0.110255493394989	-0.0210889908310679	0.937293941986474	-0.0293286878133592	FGFR3	TRUE	0.071998128616027	14.108604575407	6.86495934781198e-11	4	477	0.105794482630698	0.105794482630698	0.0981119787686176	0.343963878160634	1.04754943538146	0.990825616448415	1.05724904361715	1.26737711036529e-10	1.97710829216985e-08	TRUE	TRUE	Medium	Large	TRUE	TRUE	2	4	3	5	1	0.0710164981916199	0.0666381888082016	2.38481670629391	1404	21069	Non-urothelial	0.171732343308569	0.231781376518219	1.73647021481081	229	988	Urothelial	5.34189550622665e-23	179	22.2723046115436	MAPK_Signaling	1	Functional_Hub	2.55444832975141	Urinary bladder	Urinary bladder	urothelial cells	Medium	Enhanced	urothelial cancer	4	7	0	0	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	7	7	412	1.7%	TRUE	0.017	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0158730158730159	0.032258064516129	0.032258064516129	0.032258064516129	0.05	0.1	0.0277777777777778	0.0277777777777778	0.0283018867924528	0.0769230769230769
ATM	80	FALSE	8.35082495745215	0.00448430493273543	0.505324464902005	0.505324464902005	0.505324464902005	2	-0.0845392927481853	-0.658939611282592	-0.00978716579493397	-0.0449505242480679	0.0875520104801618	FGFR3	FALSE	-0.163595255780824	12.4172090073943	1.29073517285223e-09	4	477	0.0943075280550447	0.0943075280550447	0.0865482911085111	0.322687989931565	0.746491621762754	0.864707950545853	0.863287565809387	2.21268886774669e-09	3.71731729781443e-07	TRUE	TRUE	Medium	Large	TRUE	TRUE	2	4	1	5	3	0.0218398157672647	0.022734823674593	2.24219445726308	479	21069	Non-urothelial	0.0379592394365525	0.055668016194332	1.31521134979737	55	988	Non-urothelial	6.82389067421048e-18	187	17.1659679396318	Other	0.770731553785178	Peripheral	-1.76785397984572	Urinary bladder	Urinary bladder	urothelial cells	High	Supported	urothelial cancer	2	10	0	0	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	NA	71	57	412	13.8%	TRUE	0.138	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.222222222222222	0.0161290322580645	0.129032258064516	NA	0.15	0.05	0.194444444444444	0.0277777777777778	0.160377358490566	0.0192307692307692
KIT	132	FALSE	42.2167279449673	0.00495049504950495	0.741080316318866	0.741080316318866	0.741080316318866	1	0.0512392058761906	-0.421890129089563	0.0411982018786292	-0.468233949097082	0.481212591411218	FGFR3	FALSE	-0.10222766901087	9.32119723569663	2.92947512565977e-07	4	477	0.072498331166731	0.072498331166731	0.0645949379004126	0.279580356929246	0.9494465405083	0.954162582108068	0.995057402492824	4.48770657547879e-07	8.43688836190013e-05	TRUE	TRUE	Medium	Large	TRUE	TRUE	3	2	1	4	5	0.00711388709619933	0.00697707532393564	2.41795261909332	147	21069	Non-urothelial	0.00123251889133661	0.00202429149797571	0.664895361426383	2	988	Non-urothelial	5.34189550622665e-23	173	22.2723046115436	MAPK_Signaling	1	Core_Process	0.64110815754935	Urinary bladder	Urinary bladder	urothelial cells	Not detected	Enhanced	urothelial cancer	0	0	1	11	FALSE	High	FALSE	None	Not_expressed	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	10	10	412	2.4%	TRUE	0.024	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0238095238095238	0.0161290322580645	0.0483870967741935	NA	0.05	0.1	0.0416666666666667	0.0416666666666667	0.0188679245283019	0.00961538461538462
RPS3	86	FALSE	23.275182273812	0.0045045045045045	0.226483439989674	0.226483439989674	0.226483439989674	3	0.0222291794072892	-0.616652050140215	0.585221539944911	-0.351352309146702	0.105986218436977	FGFR3	FALSE	0.106561673836759	39.4677768291387	1.46721541324854e-28	4	477	0.248666391488246	0.248666391488246	0.241984744307549	0.575297038064126	1.20187359008513	1.00305269459608	1.19821580317783	6.81545224218675e-28	4.22558039015579e-26	TRUE	TRUE	Large	Very Large	TRUE	TRUE	1	3	2	5	4	1.49065611573249	0.428117138924486	4.73862649676348	9020	21069	Urothelial	3.20783640375962	1	4.08720161109187	988	988	Urothelial	2.70610080972589e-38	106	37.5676560287686	Translation	1.68674309569642	Core_Process	0.84974430138476	Urinary bladder	Urinary bladder	urothelial cells	Medium	Uncertain	urothelial cancer	0	6	4	0	TRUE	Low	TRUE	High	Constitutive	Medium	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	1	1	412	0.2%	FALSE	0.002	Shared_all_3	3	EGFR,FGFR3,ERBB2	NA	0.0403225806451613	NA	0.032258064516129	NA	0.05	NA	NA	0.00943396226415094	0.00961538461538462
ALB	138	FALSE	41.658407470887	0.00505050505050505	0.801110822426612	0.801110822426611	0.801110822426611	2	-0.140299389486687	0.136263506450673	-0.0968984524401894	-0.104528001928073	-0.114370712154074	FGFR3	FALSE	-0.0535682802729661	2.0323000465219	0.0887778845996794	4	477	0.0167567736243651	0.0167567736243651	0.00849403858996118	0.130546345787642	0.276562895937359	0.787543507853423	0.351171577416943	0.0975879036820904	1	FALSE	FALSE	Small	Medium	FALSE	FALSE	2	5	4	1	3	0	0	0	0	21069	Non-urothelial	0	0	0	0	988	Non-urothelial	6.90315550447802e-09	12	8.16095234333253	Other	0.366417058569806	Peripheral	-0.769035621898929	Urinary bladder	Urinary bladder	urothelial cells	Not detected	Enhanced	urothelial cancer	0	7	3	2	FALSE	High	TRUE	High	Cancer_upregulated	High	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	NA	7	7	412	1.7%	TRUE	0.017	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0396825396825397	0.0241935483870968	NA	NA	0.05	NA	0.0277777777777778	0.0277777777777778	0.0283018867924528	0.0288461538461538
SHH	76	FALSE	8.61806651956897	0.00444444444444444	0.452875413795233	0.452875413795232	0.452875413795232	1	0.331525179949755	-0.805467935050456	0.556143594668127	-0.526705370323679	0.201955431853799	FGFR3	FALSE	0.0790831913356223	60.076621790748	4.45655558582657e-41	4	477	0.335012287583547	0.335012287583547	0.328977242146737	0.709779673439635	1.36161152971858	0.999174793723945	1.36273606807456	6.75520004588449e-40	1.28348800871805e-38	TRUE	TRUE	Large	Very Large	TRUE	TRUE	1	2	3	5	4	0.0996094679236904	0.0838672931795529	2.62022784104085	1767	21069	Non-urothelial	0.000536394678362444	0.00101214574898785	0.5299579422221	1	988	Non-urothelial	5.32007384615983e-18	385	17.2740823393671	Other	0.775585761808147	Peripheral	-1.86052127052789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	Insufficient_data	Low	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	6	6	412	1.5%	FALSE	0.015	Unique_to_FGFR3	1	FGFR3	NA	0.00806451612903226	0.032258064516129	NA	NA	NA	NA	NA	0.0283018867924528	0.0384615384615385
