name	degree	is_seed	betweenness	closeness	eigenvector	hub_score	authority_score	community	mean_expr_UroB.x	mean_expr_GU.x	mean_expr_UroA.x	mean_expr_BaSq.x	mean_expr_UroC.x	pathway_cond	mean_expr_UroB.y	mean_expr_GU.y	mean_expr_UroA.y	mean_expr_BaSq.y	mean_expr_UroC.y	is_well_expressed	global_mean	f_statistic	p_value	df_between	df_within	eta_squared	partial_eta_squared	omega_squared	cohens_f	expression_range	overall_sd	effect_size_ratio	p_adjusted_bh	p_adjusted_bonf	significant_05	significant_01	effect_size_category	cohens_f_category	sig_and_meaningful	sig_and_large_effect	rank_UroA	rank_UroB	rank_UroC	rank_GU	rank_BaSq	sc_norm_mean_expression	sc_norm_detection_rate	sc_norm_max_expression	sc_norm_cells_expressing	sc_norm_total_urothelial_cells	sc_norm_classification	sc_cancer_mean_expression	sc_cancer_detection_rate	sc_cancer_max_expression	sc_cancer_cells_expressing	sc_cancer_total_urothelial_cells	sc_cancer_classification	min_p_adjust	functional_diversity	functional_significance	functional_category	functional_specificity_ratio	pathway_role	functional_structural_importance	hpa_normal_tissue	hpa_normal_cell_type	hpa_normal_level	hpa_normal_reliability	hpa_cancer_type	hpa_cancer_high	hpa_cancer_medium	hpa_cancer_low	hpa_cancer_not_detected	hpa_normal_expressed	hpa_normal_reliable	hpa_cancer_expressed	hpa_cancer_confidence	hpa_expression_pattern	hpa_data_quality	hpa_filter_has_data	hpa_filter_normal_quality	hpa_filter_cancer_quality	hpa_passes_filter	hpa_high_confidence	hpa_therapeutic_target	hpa_potential_suppressor	tcga_is_cancer_gene	UroA_mut_freq	UroA_alt_freq	UroB_mut_freq	UroB_alt_freq	UroC_mut_freq	UroC_alt_freq	GU_mut_freq	GU_alt_freq	BaSq_mut_freq	BaSq_alt_freq
PTPN12	48	TRUE	6.71365494153616	0.001669449081803	0.159533151749309	0.159533151749309	0.159533151749309	2	-0.0526981360086334	-0.117508414427661	-0.452376385316272	1.07471099784586	-0.345353839092367	EGFR,ERBB2	-0.0526981360086334	-0.117508414427661	-0.452376385316272	1.07471099784586	-0.345353839092367	FALSE	-0.132490490059822	39.3982554285106	1.62670064033646e-28	4	477	0.248337148883834	0.248337148883834	0.241653096347469	0.574790129804647	1.52708738316213	0.956270925547585	1.59691918091903	7.43634578439526e-28	4.68489784416901e-26	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	2	4	3	1	0.0741810648756166	0.0715268878447008	2.42312117052128	1507	21069	Non-urothelial	0.284670705854973	0.359311740890688	1.63837450165132	355	988	Urothelial	1.73872457490381e-25	14	24.7597692075734	Growth_Factor_Response	0.85634774170727	Signal_Receptor	-1.86784319384431	Urinary bladder	urothelial cells	Medium	Approved	urothelial cancer	2	9	1	0	TRUE	Medium	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0.0317460317460317	NA	0.032258064516129	NA	NA	0.1	0.0277777777777778	0.0416666666666667	0.00943396226415094	0.00961538461538462
STAT3	218	TRUE	152.709510808141	0.00211864406779661	0.742427924522447	0.742427924522447	0.742427924522446	3	0.471420900946776	-0.475478204295732	-0.234015501574675	0.677675075346706	-0.594341514416131	EGFR,FGFR3,ERBB2	0.471420900946776	-0.475478204295732	-0.234015501574675	0.677675075346707	-0.594341514416132	FALSE	-0.0899137694321843	25.7028191156103	2.62517257937973e-19	4	477	0.177318518345686	0.177318518345686	0.170126305164516	0.464259913428736	1.27201658976284	0.979393305434462	1.29878015573995	7.00046021167928e-19	7.56049702861363e-17	TRUE	TRUE	Large	Very Large	TRUE	TRUE	3	2	5	4	1	0.126543642800018	0.112819782619014	2.7902246111565	2377	21069	Urothelial	0.204331260902237	0.267206477732794	1.95940205113107	264	988	Urothelial	3.12007685587019e-34	196	33.5058347080107	Growth_Factor_Response	1.15884141106798	Functional_Hub	2.48648768819413	Urinary bladder	urothelial cells	Medium	Supported	urothelial cancer	0	8	2	2	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	0.0238095238095238	NA	0.032258064516129	NA	NA	NA	0.0277777777777778	0.0555555555555556	0.00943396226415094	0.00961538461538462
EGF	314	TRUE	812.692489801763	0.00239234449760766	0.89476710108772	0.894767101087719	0.894767101087718	2	-0.0786134820208123	0.198522089284873	-0.27349294403321	0.513217891502521	-0.32176969406616	EGFR,FGFR3,ERBB2	-0.0786134820208122	0.198522089284873	-0.27349294403321	0.513217891502521	-0.32176969406616	TRUE	-0.0487235470767823	12.4418682691958	1.23648041531915e-09	4	477	0.094477118691664	0.094477118691664	0.0867190105710145	0.323008243096922	0.834987585568681	0.912845060390812	0.914708992576683	2.13237341084978e-09	3.56106359611914e-07	TRUE	TRUE	Medium	Large	TRUE	TRUE	4	3	5	2	1	0	0	0	0	21069	Non-urothelial	0.000661390896164518	0.00101214574898785	0.653454205410549	1	988	Non-urothelial	1.34080447301139e-33	131	32.8726345498766	Phosphorylation	1.13694138765012	Functional_Hub	5.44750430731121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	Insufficient_data	Low	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.0476190476190476	0.0161290322580645	0.0161290322580645	NA	NA	NA	0.0972222222222222	0.0138888888888889	0.0754716981132075	NA
SHC2	44	TRUE	2.24323114323241	0.00167224080267559	0.171651836619366	0.171651836619366	0.171651836619366	2	0.349508458322897	-0.477376195108038	0.00137005070667918	-0.363968223647521	0.00139563060048536	Unique:EGFR	0.349508458322897	-0.477376195108038	0.00137005070667918	-0.363968223647521	0.00139563060048534	FALSE	-0.0973156792474542	10.5395772743608	3.44005113978669e-08	4	477	0.0812051128888516	0.0812051128888516	0.0733590301838182	0.297291438433247	0.826884653430935	0.957715374254525	0.86339289903806	5.4435974080141e-08	9.90734728258567e-06	TRUE	TRUE	Medium	Large	TRUE	TRUE	3	1	2	5	4	0.00506627143535353	0.00579049788789216	1.58185860256351	122	21069	Non-urothelial	0	0	0	0	988	Non-urothelial	NA	0	0	Unannotated	0	Peripheral	-5.14437259514951	Urinary bladder	urothelial cells	High	Approved	urothelial cancer	4	7	1	0	TRUE	Medium	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	0.0241935483870968	NA	NA	NA	NA	0.0277777777777778	0.0138888888888889	0.00943396226415094	0.00961538461538462
ERBB3	210	TRUE	282.039315164042	0.00212314225053079	0.633281801159558	0.633281801159558	0.633281801159556	2	0.181381491443339	0.560054887668835	0.318615839790529	-0.676441878840901	0.249944717910352	Unique:ERBB2	0.181381491443339	0.560054887668835	0.318615839790529	-0.676441878840901	0.249944717910352	TRUE	0.229195434339431	43.463094334207	4.18802112032477e-31	4	477	0.26711491482631	0.26711491482631	0.260568777904543	0.60371383348378	1.23649676650974	0.689973528172943	1.79209305287986	2.36500016206575e-30	1.20615008265353e-28	TRUE	TRUE	Large	Very Large	TRUE	TRUE	2	4	3	1	5	0.0538063325864989	0.0548673406426503	2.34293638851761	1156	21069	Non-urothelial	0.276442148270188	0.356275303643725	1.93870206530032	352	988	Urothelial	1.75123060835322e-31	47	30.7566566606894	Growth_Factor_Response	1.21885781964838	Functional_Bridge	2.23573873750237	Urinary bladder	urothelial cells	Medium	Approved	urothelial cancer	5	5	0	0	TRUE	Medium	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0.0952380952380952	0.0403225806451613	0.225806451612903	NA	0.15	0.1	0.25	0.0138888888888889	0.141509433962264	NA
PXN	170	TRUE	119.227942946043	0.00200400801603206	0.554162692518747	0.554162692518747	0.554162692518746	1	0.108819083014379	-0.749164519550012	0.544346467150901	-0.153698678809386	0.150687266282127	EGFR,ERBB2	0.108819083014379	-0.749164519550012	0.544346467150901	-0.153698678809386	0.150687266282127	TRUE	0.0962989900493961	46.528611433183	5.12741743791838e-33	4	477	0.280667156220791	0.280667156220791	0.274221479299101	0.624641525259971	1.29351098670091	0.96315126036896	1.34299879979952	3.35612777754658e-32	1.47669622212049e-30	TRUE	TRUE	Large	Very Large	TRUE	TRUE	1	3	2	5	4	0.0783655081699067	0.0763681237837581	2.28636707631473	1609	21069	Non-urothelial	0.215556929103949	0.295546558704453	1.55804594130162	292	988	Urothelial	3.12007685587019e-34	39	33.5058347080107	Growth_Factor_Response	1.15884141106798	Functional_Hub	1.87076803258744	Urinary bladder	urothelial cells	High	Supported	urothelial cancer	1	4	4	2	TRUE	High	TRUE	Medium	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0.00793650793650794	0.032258064516129	0.0161290322580645	NA	NA	NA	NA	NA	0.00943396226415094	NA
NRP1	60	TRUE	32.1310284945044	0.00177935943060498	0.186389628977599	0.186389628977599	0.186389628977599	2	-0.173032660005114	0.0612622936815584	-0.614340086925791	0.528893760222805	0.0848018249252441	Unique:EGFR	-0.173032660005114	0.0612622936815584	-0.614340086925791	0.528893760222805	0.0848018249252441	FALSE	-0.23509574335636	36.8403173046452	7.46863886167949e-27	4	477	0.236019235150526	0.236019235150526	0.229245519790053	0.555817846462006	1.1432338471486	0.830341532487605	1.37682363511747	3.0728114173767e-26	2.15096799216369e-24	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	4	2	3	1	0.0169967248331425	0.0156628221557739	2.2750640734057	330	21069	Non-urothelial	0.0401384685749777	0.0475708502024291	2.39589766925755	47	988	Non-urothelial	1.34080447301139e-33	244	32.8726345498766	Phosphorylation	1.13694138765012	Signal_Modifier	-0.219414377364142	Urinary bladder	urothelial cells	Not detected	Approved	urothelial cancer	0	5	2	4	FALSE	Medium	TRUE	Medium	Cancer_upregulated	High	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	0.0555555555555556	0.0403225806451613	NA	NA	NA	NA	0.0555555555555556	0.0555555555555556	0.0188679245283019	0.00961538461538462
TP53	260	TRUE	604.775810260373	0.00224215246636771	0.801180854025095	0.801180854025095	0.801180854025094	3	0.146911205801333	-0.439234590001201	0.511002222128678	-0.868871498974459	-0.266197422733514	EGFR,FGFR3,ERBB2	0.146911205801333	-0.439234590001201	0.511002222128678	-0.868871498974459	-0.266197422733514	FALSE	0.0508608487886219	38.26482557379	8.80159463107757e-28	4	477	0.242928406481105	0.242928406481105	0.236204904599349	0.566461861426759	1.37987372110314	1.03616864739353	1.33170765644588	3.96071758398491e-27	2.53485925375034e-25	TRUE	TRUE	Large	Very Large	TRUE	TRUE	1	2	3	4	5	0.0307091176612512	0.0328919265271252	2.12813480705118	693	21069	Non-urothelial	0.237952935790739	0.309716599190283	1.68935492645687	306	988	Urothelial	3.12007685587019e-34	303	33.5058347080107	Growth_Factor_Response	1.15884141106798	Functional_Hub	4.41859195759365	Urinary bladder	urothelial cells	Low	Enhanced	urothelial cancer	4	3	2	2	FALSE	High	TRUE	High	Cancer_upregulated	High	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.388888888888889	0.0725806451612903	0.435483870967742	0.0161290322580645	0.5	NA	0.819444444444444	0.0138888888888889	0.726415094339623	0.0192307692307692
RPL8	84	TRUE	12.9935388671634	0.00173010380622837	0.107484727862678	0.107484727862678	0.107484727862678	4	0.0856515051012961	-0.413475535339596	0.355464628344708	-0.291139240038246	-0.0562503672473042	Unique:FGFR3	0.0856515051012961	-0.413475535339596	0.355464628344707	-0.291139240038246	-0.0562503672473042	FALSE	0.052286412046727	13.8957390943259	9.91790938090652e-11	4	477	0.104364880084383	0.104364880084383	0.096672796161856	0.341359215487937	0.768940163684303	1.00899073854541	0.762088425898565	1.81933624312171e-10	2.85635790170108e-08	TRUE	TRUE	Medium	Large	TRUE	TRUE	1	2	3	5	4	1.48946134662071	0.428022212729603	4.89861023655442	9018	21069	Urothelial	3.18338808139473	1	3.89143456713813	988	988	Urothelial	2.70610080972589e-38	1	37.5676560287686	Translation	1.68674309569642	Core_Process	0.345767542660164	Urinary bladder	urothelial cells	Medium	Enhanced	urothelial cancer	0	6	4	1	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0.00793650793650794	0.0483870967741935	NA	0.0161290322580645	0.05	0.1	NA	0.0555555555555556	0.00943396226415094	0.0480769230769231
ERBB2	282	TRUE	614.395479224276	0.00230414746543779	0.825548822127433	0.825548822127432	0.825548822127431	2	0.171154431401748	0.694012837265364	0.215034666232539	-0.832572816484906	0.0848442101516199	EGFR,FGFR3,ERBB2	0.171154431401748	0.694012837265364	0.215034666232539	-0.832572816484906	0.0848442101516199	TRUE	0.182534721361364	39.9236323698957	7.46636059351324e-29	4	477	0.250818127195333	0.250818127195333	0.24415221125802	0.57860985990403	1.52658565375027	0.853756673507547	1.78808049309705	3.69154312037359e-28	2.15031185093181e-26	TRUE	TRUE	Large	Very Large	TRUE	TRUE	2	3	4	1	5	0.0360383855802776	0.0392045184868765	2.06382050998976	826	21069	Non-urothelial	0.73635592846202	0.722672064777328	2.59826433756731	714	988	Urothelial	1.34080447301139e-33	112	32.8726345498766	Phosphorylation	1.13694138765012	Functional_Hub	3.64099030789249	Urinary bladder	urothelial cells	Medium	Enhanced	urothelial cancer	0	5	2	5	TRUE	High	TRUE	Medium	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0.142857142857143	0.0564516129032258	0.145161290322581	0.0483870967741935	0.1	0.05	0.361111111111111	0.138888888888889	0.122641509433962	0.0384615384615385
SH3GL1	76	TRUE	24.4906873655367	0.00182815356489945	0.202764339620923	0.202764339620923	0.202764339620922	2	-0.129203340033165	0.668645725824919	-0.10599228639329	0.0731377516654826	-0.30786988584654	Unique:EGFR	-0.129203340033165	0.668645725824919	-0.10599228639329	0.0731377516654826	-0.30786988584654	TRUE	0.0741712940189146	13.1956469290563	3.33519186054818e-10	4	477	0.099630657820898	0.099630657820898	0.0919069103719468	0.332648944323894	0.976515611671458	1.02832377563502	0.949618821239865	5.92922997430788e-10	9.60535255837876e-08	TRUE	TRUE	Medium	Large	TRUE	TRUE	3	4	5	1	2	0.0572666492593432	0.0574303479045042	2.16039887906589	1210	21069	Non-urothelial	0.275420529461377	0.356275303643725	1.67193469210938	352	988	Urothelial	2.7288866211929e-06	8	5.56401450786736	Other	0.192438435863178	Peripheral	-3.74006841452568	Urinary bladder	urothelial cells	High	Approved	urothelial cancer	2	5	2	3	TRUE	Medium	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0.0317460317460317	NA	0.0161290322580645	NA	NA	0.05	0.0555555555555556	0.0138888888888889	0.0283018867924528	NA
RPS11	82	TRUE	33.7855944969162	0.00168634064080944	0.0976802450449648	0.0976802450449651	0.0976802450449648	4	0.0971836905247176	-0.583514137453614	0.427124024971763	-0.377282334877179	0.432215586372314	EGFR,FGFR3,ERBB2	0.0971836905247175	-0.583514137453614	0.427124024971763	-0.377282334877179	0.432215586372314	FALSE	0.0603663356115748	25.3112752180565	4.94263293952477e-19	4	477	0.175090287353075	0.175090287353075	0.16788247449274	0.4607101911563	1.01572972382593	1.02558888655565	0.990386827647061	1.2709627558778e-18	1.42347828658313e-16	TRUE	TRUE	Large	Very Large	TRUE	TRUE	2	3	1	5	4	1.15485383170383	0.425316816175424	4.03474900593966	8961	21069	Urothelial	2.64341044224674	0.998987854251012	3.79792695027079	987	988	Urothelial	8.84535275616365e-19	3	18.0532848425733	Translation	0.624395549721317	Core_Process	-2.22012105567973	Urinary bladder	urothelial cells	Low	Uncertain	urothelial cancer	0	0	1	9	FALSE	Low	FALSE	None	Not_expressed	Medium	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.00793650793650794	0.0161290322580645	NA	0.0161290322580645	NA	0.05	NA	0.0138888888888889	NA	0.00961538461538462
RPS27A	270	TRUE	1243.11858466979	0.00227790432801822	0.587026498868495	0.587026498868495	0.587026498868494	4	0.061314864956266	-0.628210512895261	0.389512119662728	-0.0735919328210025	0.052667860121271	EGFR,FGFR3,ERBB2	0.061314864956266	-0.628210512895262	0.389512119662728	-0.0735919328210025	0.0526678601212709	TRUE	0.0483309430745854	21.8628541955966	1.38970522222877e-16	4	477	0.154931698605518	0.154931698605518	0.147583707999626	0.428177887713758	1.01772263255799	1.00941290547467	1.008232237807	3.39182291527021e-16	4.00235104001884e-14	TRUE	TRUE	Large	Very Large	TRUE	TRUE	1	2	3	5	4	1.70192406456616	0.428306991314253	4.9768330577655	9024	21069	Urothelial	3.10579828021253	1	4.37507781829973	988	988	Urothelial	8.84535275616365e-19	1	18.0532848425733	Translation	0.624395549721317	Functional_Hub	2.67333135843692	Urinary bladder	urothelial cells	High	Supported	urothelial cancer	6	4	0	0	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	NA	0.0403225806451613	0.0161290322580645	NA	NA	0.1	NA	0.0138888888888889	NA	NA
AAMP	4	TRUE	0	0.00149700598802395	0.015831716654739	0.015831716654739	0.015831716654739	2	0.584459052077933	-0.5465097827012	0.427440363370616	-0.357245938320017	-0.36855548724006	Unique:EGFR	0.584459052077933	-0.5465097827012	0.427440363370616	-0.357245938320017	-0.36855548724006	TRUE	0.108603994523374	35.0798031558805	1.07666700675126e-25	4	477	0.227304139826111	0.227304139826111	0.220467373228014	0.542374646413688	1.13096883477913	0.964276983981595	1.17286718812809	4.13440130592485e-25	3.10080097944363e-23	TRUE	TRUE	Large	Very Large	TRUE	TRUE	2	1	4	5	3	0.128729049408447	0.116616830414353	2.82154442565368	2457	21069	Urothelial	0.62836134600381	0.654858299595142	2.1397353504651	647	988	Urothelial	2.19696703394164e-26	11	25.6581764597316	Other	0.88742028584406	Peripheral	-2.25160939936722	Urinary bladder	urothelial cells	Low	Approved	urothelial cancer	0	8	3	0	FALSE	Medium	TRUE	High	Cancer_upregulated	High	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	NA	0.032258064516129	0.032258064516129	NA	NA	NA	0.0277777777777778	0.0277777777777778	0.00943396226415094	0.00961538461538462
LRIG1	56	TRUE	3.74523604196083	0.00175746924428822	0.158927156617801	0.158927156617801	0.158927156617801	2	0.181150250469227	-0.26247037868392	-0.595976105882904	0.663840566257255	0.052450950695585	Unique:EGFR	0.181150250469227	-0.26247037868392	-0.595976105882904	0.663840566257255	0.052450950695585	FALSE	-0.231269964506471	49.4647347828993	8.13073260070049e-35	4	477	0.293185623926388	0.293185623926388	0.286833432107422	0.644048611932089	1.25981667214016	0.800720051001845	1.57335472062165	6.50458608056039e-34	2.34165098900174e-32	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	2	3	4	1	0.00261066246298885	0.00251554416441217	1.57589996707595	53	21069	Non-urothelial	0	0	0	0	988	Non-urothelial	9.13695146367512e-05	9	4.03919868209426	Other	0.139700763796311	Peripheral	-4.41991738334731	Urinary bladder	urothelial cells	Not detected	Approved	urothelial cancer	0	0	2	9	FALSE	Medium	FALSE	None	Not_expressed	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.0238095238095238	0.0241935483870968	0.0483870967741935	NA	NA	0.05	0.0277777777777778	NA	0.0849056603773585	0.0384615384615385
CCNA2	76	TRUE	88.8192104984604	0.00185528756957328	0.27306299259097	0.27306299259097	0.273062992590969	3	-0.210992556313551	0.7955907960597	-0.424192124149493	0.647470592611836	-0.439474649849291	Unique:EGFR	-0.210992556313551	0.795590796059701	-0.424192124149492	0.647470592611836	-0.439474649849291	FALSE	0.00334261931285511	48.3482701562504	3.89860062164356e-34	4	477	0.288477143058671	0.288477143058671	0.282089711810397	0.636738743697421	1.23506544590899	1.00234348467534	1.23217785598619	2.87896661290601e-33	1.12279697903335e-31	TRUE	TRUE	Large	Very Large	TRUE	TRUE	4	3	5	1	2	0.00150783632196065	0.00170867150790261	2.51859791774367	36	21069	Non-urothelial	0.0193541647103096	0.0273279352226721	1.25490996710154	27	988	Non-urothelial	3.12007685587019e-34	48	33.5058347080107	Growth_Factor_Response	1.15884141106798	Signal_Receptor	0.347693004587703	Urinary bladder	urothelial cells	Medium	Enhanced	urothelial cancer	0	4	7	1	TRUE	High	TRUE	Medium	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0.00793650793650794	0.00806451612903226	0.032258064516129	NA	0.05	NA	NA	0.0138888888888889	0.00943396226415094	0.00961538461538462
RASA1	78	TRUE	28.4391349414557	0.00185185185185185	0.277126145509585	0.277126145509585	0.277126145509585	1	0.123968971965505	-0.393289595936048	0.425436150074998	-0.261296694508915	-0.243365239146695	Unique:EGFR	0.123968971965505	-0.393289595936048	0.425436150074998	-0.261296694508915	-0.243365239146695	TRUE	0.0912158921597778	16.6952972523055	8.11455596621951e-13	4	477	0.122808935577375	0.122808935577375	0.115241110148095	0.374169069648745	0.818725746011046	1.00676233820169	0.813226433830928	1.6457690973741e-12	2.33699211827122e-10	TRUE	TRUE	Medium	Large	TRUE	TRUE	1	2	3	5	4	0.0256046449356019	0.0277184489059756	1.89457437468645	584	21069	Non-urothelial	0.0659585920908217	0.100202429149798	1.23744118169603	99	988	Non-urothelial	6.88816839805703e-22	31	21.161896244038	Other	0.731910782645035	Peripheral	-1.73303133707761	Urinary bladder	urothelial cells	Low	Enhanced	urothelial cancer	0	0	1	11	FALSE	High	FALSE	None	Not_expressed	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.0317460317460317	0.0241935483870968	0.0483870967741935	NA	NA	0.1	0.0138888888888889	0.0138888888888889	0.0188679245283019	NA
FGF18	74	TRUE	9.5977488957357	0.0018450184501845	0.289360148909416	0.289360148909417	0.289360148909416	2	-0.139991633845737	-0.1127015177351	-0.193055774856706	-0.078415849702019	-0.025442720722579	Unique:FGFR3	-0.139991633845737	-0.1127015177351	-0.193055774856706	-0.078415849702019	-0.025442720722579	FALSE	-0.146928351895477	0.769391161538268	0.54550242326878	4	477	0.00641055711158139	0.00641055711158139	0	0.0803238289499215	0.167613054134127	0.618639903008367	0.270937993684285	0.557108857806414	1	FALSE	FALSE	Negligible	Small	FALSE	FALSE	5	4	1	3	2	0.00301887415368059	0.00299017513882956	2.19049739994173	63	21069	Non-urothelial	0.0145392418104133	0.0222672064777328	1.89181946324582	22	988	Non-urothelial	5.34189550622665e-23	59	22.2723046115436	MAPK_Signaling	1	Core_Process	-1.57820344551081	NA	NA	NA	NA	urothelial cancer	0	0	1	10	NA	NA	FALSE	None	Insufficient_data	Low	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	0.00793650793650794	0.0161290322580645	NA	NA	NA	0.05	NA	0.0277777777777778	NA	NA
EGFR	380	TRUE	1801.41243793675	0.0025974025974026	1	1	1	2	-0.036828638238156	-0.110255493394989	-0.0210889908310679	0.937293941986474	-0.0293286878133592	EGFR,FGFR3,ERBB2	-0.0368286382381561	-0.110255493394989	-0.0210889908310679	0.937293941986474	-0.0293286878133592	TRUE	0.071998128616027	14.108604575407	6.86495934781198e-11	4	477	0.105794482630698	0.105794482630698	0.0981119787686176	0.343963878160634	1.04754943538146	0.990825616448415	1.05724904361715	1.26737711036529e-10	1.97710829216985e-08	TRUE	TRUE	Medium	Large	TRUE	TRUE	2	4	3	5	1	0.0710164981916199	0.0666381888082016	2.38481670629391	1404	21069	Non-urothelial	0.171732343308569	0.231781376518219	1.73647021481081	229	988	Urothelial	1.34080447301139e-33	179	32.8726345498766	Phosphorylation	1.13694138765012	Functional_Hub	10.0341125557625	Urinary bladder	urothelial cells	Medium	Enhanced	urothelial cancer	4	7	0	0	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	0.0158730158730159	0.032258064516129	0.032258064516129	0.032258064516129	0.05	0.1	0.0277777777777778	0.0277777777777778	0.0283018867924528	0.0769230769230769
APP	106	TRUE	27.5106831363248	0.0019047619047619	0.383367455904214	0.383367455904214	0.383367455904213	3	0.0348659164916422	-0.0368457792403866	-0.160299639277987	0.104884594392345	0.292196418677547	Unique:EGFR	0.0348659164916423	-0.0368457792403866	-0.160299639277987	0.104884594392345	0.292196418677547	FALSE	-0.054120583718133	1.70360866776539	0.147959890451835	4	477	0.0140848105858904	0.0140848105858904	0.00580517919803912	0.119524167280389	0.452496057955534	1.0180453587844	0.444475340957146	0.159597185206474	1	FALSE	FALSE	Small	Medium	FALSE	FALSE	5	3	1	4	2	0.208692072710461	0.167592197066781	2.94747567487834	3531	21069	Urothelial	0.621383947078741	0.652834008097166	2.28941672951318	645	988	Urothelial	3.12007685587019e-34	191	33.5058347080107	Growth_Factor_Response	1.15884141106798	Signal_Receptor	0.436208948873525	Urinary bladder	urothelial cells	Not detected	Enhanced	urothelial cancer	1	0	3	8	FALSE	High	TRUE	Low	Cancer_upregulated	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.00793650793650794	NA	0.0161290322580645	NA	0.05	NA	0.0416666666666667	0.0555555555555556	0.00943396226415094	0.00961538461538462
ATM	102	TRUE	28.5707009016916	0.0019047619047619	0.376771458848908	0.376771458848909	0.376771458848908	3	-0.0845392927481853	-0.658939611282592	-0.00978716579493393	-0.044950524248068	0.0875520104801618	EGFR,FGFR3,ERBB2	-0.0845392927481853	-0.658939611282592	-0.00978716579493397	-0.0449505242480679	0.0875520104801618	FALSE	-0.163595255780824	12.4172090073943	1.29073517285223e-09	4	477	0.0943075280550447	0.0943075280550447	0.0865482911085111	0.322687989931565	0.746491621762754	0.864707950545853	0.863287565809387	2.21268886774669e-09	3.71731729781443e-07	TRUE	TRUE	Medium	Large	TRUE	TRUE	2	4	1	5	3	0.0218398157672647	0.022734823674593	2.24219445726308	479	21069	Non-urothelial	0.0379592394365525	0.055668016194332	1.31521134979737	55	988	Non-urothelial	2.43787787138246e-30	191	29.6129880547116	Phosphorylation	1.0242024161558	Signal_Modifier	-0.16240732786876	Urinary bladder	urothelial cells	High	Supported	urothelial cancer	2	10	0	0	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	0.222222222222222	0.0161290322580645	0.129032258064516	NA	0.15	0.05	0.194444444444444	0.0277777777777778	0.160377358490566	0.0192307692307692
FLT1	136	TRUE	86.0393343281131	0.00192307692307692	0.442165204222984	0.442165204222984	0.442165204222984	2	0.0635517726779626	-0.00817274697016396	-0.0402444963220442	-0.285841479410307	0.21836886459769	Unique:EGFR	0.0635517726779626	-0.00817274697016395	-0.0402444963220442	-0.285841479410307	0.21836886459769	TRUE	-0.0369395451590251	1.58372769111781	0.177406302024048	4	477	0.0131066691509032	0.0131066691509032	0.00482085993096356	0.11524207285226	0.504210344007997	0.95036222512271	0.530545439074973	0.189233388825652	1	FALSE	FALSE	Small	Medium	FALSE	FALSE	4	2	1	3	5	0.00709847610833554	0.00555318240068347	2.62683378437374	117	21069	Non-urothelial	0.00176797929935951	0.00303643724696356	0.637624475865623	3	988	Non-urothelial	1.34080447301139e-33	51	32.8726345498766	Phosphorylation	1.13694138765012	Signal_Modifier	0.730980854375139	Urinary bladder	urothelial cells	Not detected	Enhanced	urothelial cancer	0	3	2	7	FALSE	High	TRUE	Medium	Cancer_upregulated	High	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	0.0158730158730159	0.0241935483870968	0.112903225806452	NA	0.05	0.05	0.0416666666666667	0.0277777777777778	0.00943396226415094	0.0288461538461538
