name	degree	is_seed	betweenness	closeness	eigenvector	hub_score	authority_score	community	mean_expr_UroB	mean_expr_GU	mean_expr_UroA	mean_expr_BaSq	mean_expr_UroC	pathway	is_well_expressed	global_mean	f_statistic	p_value	df_between	df_within	eta_squared	partial_eta_squared	omega_squared	cohens_f	expression_range	overall_sd	effect_size_ratio	p_adjusted_bh	p_adjusted_bonf	significant_05	significant_01	effect_size_category	cohens_f_category	sig_and_meaningful	sig_and_large_effect	rank_UroA	rank_UroB	rank_UroC	rank_GU	rank_BaSq	sc_norm_mean_expression	sc_norm_detection_rate	sc_norm_max_expression	sc_norm_cells_expressing	sc_norm_total_urothelial_cells	sc_norm_classification	sc_cancer_mean_expression	sc_cancer_detection_rate	sc_cancer_max_expression	sc_cancer_cells_expressing	sc_cancer_total_urothelial_cells	sc_cancer_classification	min_p_adjust	functional_diversity	functional_significance	functional_category	functional_specificity_ratio	pathway_role	functional_structural_importance	hpa_normal_tissue	IHC tissue name	hpa_normal_cell_type	hpa_normal_level	hpa_normal_reliability	hpa_cancer_type	hpa_cancer_high	hpa_cancer_medium	hpa_cancer_low	hpa_cancer_not_detected	hpa_normal_expressed	hpa_normal_reliable	hpa_cancer_expressed	hpa_cancer_confidence	hpa_expression_pattern	hpa_data_quality	hpa_filter_has_data	hpa_filter_normal_quality	hpa_filter_cancer_quality	hpa_passes_filter	hpa_high_confidence	hpa_therapeutic_target	hpa_potential_suppressor	is_amplified	is_homdel	tcga_mutsig_q_value	tcga_num_mutations	tcga_num_samples_mutated	tcga_profiled_samples	tcga_frequency	tcga_is_cancer_gene	tcga_mutation_frequency	pathway_sharing	n_pathways	pathways_list	UroA_mut_freq	UroA_alt_freq	UroB_mut_freq	UroB_alt_freq	UroC_mut_freq	UroC_alt_freq	GU_mut_freq	GU_alt_freq	BaSq_mut_freq	BaSq_alt_freq
CCNA2	76	FALSE	76.6007244057202	0.00227272727272727	0.297455466901166	0.297455466901166	0.297455466901166	1	-0.210992556313551	0.795590796059701	-0.424192124149492	0.647470592611836	-0.439474649849291	EGFR	FALSE	0.00334261931285511	48.3482701562504	3.89860062164356e-34	4	477	0.288477143058671	0.288477143058671	0.282089711810397	0.636738743697421	1.23506544590899	1.00234348467534	1.23217785598619	2.87896661290601e-33	1.12279697903335e-31	TRUE	TRUE	Large	Very Large	TRUE	TRUE	4	3	5	1	2	0.00150783632196065	0.00170867150790261	2.51859791774367	36	21069	Non-urothelial	0.0193541647103096	0.0273279352226721	1.25490996710154	27	988	Non-urothelial	3.12007685587019e-34	48	33.5058347080107	Growth_Factor_Response	1.15884141106798	Signal_Receptor	0.347693004587703	Urinary bladder	Urinary bladder	urothelial cells	Medium	Enhanced	urothelial cancer	0	4	7	1	TRUE	High	TRUE	Medium	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	3	3	412	0.7%	FALSE	0.007	Unique_to_EGFR	1	EGFR	0.00793650793650794	0.00806451612903226	0.032258064516129	NA	0.05	NA	NA	0.0138888888888889	0.00943396226415094	0.00961538461538462
RASA1	66	TRUE	24.0307684699089	0.00224215246636771	0.252254063882026	0.252254063882026	0.252254063882025	2	0.123968971965505	-0.393289595936048	0.425436150074998	-0.261296694508915	-0.243365239146695	EGFR	TRUE	0.0912158921597778	16.6952972523055	8.11455596621951e-13	4	477	0.122808935577375	0.122808935577375	0.115241110148095	0.374169069648745	0.818725746011046	1.00676233820169	0.813226433830928	1.6457690973741e-12	2.33699211827122e-10	TRUE	TRUE	Medium	Large	TRUE	TRUE	1	2	3	5	4	0.0256046449356019	0.0277184489059756	1.89457437468645	584	21069	Non-urothelial	0.0659585920908217	0.100202429149798	1.23744118169603	99	988	Non-urothelial	6.88816839805703e-22	31	21.161896244038	Other	0.731910782645035	Peripheral	-1.73303133707761	Urinary bladder	Urinary bladder	urothelial cells	Low	Enhanced	urothelial cancer	0	0	1	11	FALSE	High	FALSE	None	Not_expressed	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	9	9	412	2.2%	TRUE	0.022	Unique_to_EGFR	1	EGFR	0.0317460317460317	0.0241935483870968	0.0483870967741935	NA	NA	0.1	0.0138888888888889	0.0138888888888889	0.0188679245283019	NA
EGFR	316	TRUE	1227.90737129383	0.00313479623824451	0.958600797472359	0.958600797472357	0.958600797472358	3	-0.0368286382381561	-0.110255493394989	-0.0210889908310679	0.937293941986474	-0.0293286878133592	EGFR	TRUE	0.071998128616027	14.108604575407	6.86495934781198e-11	4	477	0.105794482630698	0.105794482630698	0.0981119787686176	0.343963878160634	1.04754943538146	0.990825616448415	1.05724904361715	1.26737711036529e-10	1.97710829216985e-08	TRUE	TRUE	Medium	Large	TRUE	TRUE	2	4	3	5	1	0.0710164981916199	0.0666381888082016	2.38481670629391	1404	21069	Non-urothelial	0.171732343308569	0.231781376518219	1.73647021481081	229	988	Urothelial	1.34080447301139e-33	179	32.8726345498766	Phosphorylation	1.13694138765012	Functional_Hub	10.0341125557625	Urinary bladder	Urinary bladder	urothelial cells	Medium	Enhanced	urothelial cancer	4	7	0	0	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	7	7	412	1.7%	TRUE	0.017	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0158730158730159	0.032258064516129	0.032258064516129	0.032258064516129	0.05	0.1	0.0277777777777778	0.0277777777777778	0.0283018867924528	0.0769230769230769
APP	100	FALSE	22.5395408077809	0.00233100233100233	0.405951270046271	0.40595127004627	0.40595127004627	1	0.0348659164916423	-0.0368457792403866	-0.160299639277987	0.104884594392345	0.292196418677547	EGFR	FALSE	-0.054120583718133	1.70360866776539	0.147959890451835	4	477	0.0140848105858904	0.0140848105858904	0.00580517919803912	0.119524167280389	0.452496057955534	1.0180453587844	0.444475340957146	0.159597185206474	1	FALSE	FALSE	Small	Medium	FALSE	FALSE	5	3	1	4	2	0.208692072710461	0.167592197066781	2.94747567487834	3531	21069	Urothelial	0.621383947078741	0.652834008097166	2.28941672951318	645	988	Urothelial	3.12007685587019e-34	191	33.5058347080107	Growth_Factor_Response	1.15884141106798	Signal_Receptor	0.436208948873525	Urinary bladder	Urinary bladder	urothelial cells	Not detected	Enhanced	urothelial cancer	1	0	3	8	FALSE	High	TRUE	Low	Cancer_upregulated	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	6	5	412	1.2%	FALSE	0.012	Unique_to_EGFR	1	EGFR	0.00793650793650794	NA	0.0161290322580645	NA	0.05	NA	0.0416666666666667	0.0555555555555556	0.00943396226415094	0.00961538461538462
ATM	96	FALSE	19.423522451657	0.00233100233100233	0.39669903635278	0.39669903635278	0.396699036352779	1	-0.0845392927481853	-0.658939611282592	-0.00978716579493397	-0.0449505242480679	0.0875520104801618	EGFR	FALSE	-0.163595255780824	12.4172090073943	1.29073517285223e-09	4	477	0.0943075280550447	0.0943075280550447	0.0865482911085111	0.322687989931565	0.746491621762754	0.864707950545853	0.863287565809387	2.21268886774669e-09	3.71731729781443e-07	TRUE	TRUE	Medium	Large	TRUE	TRUE	2	4	1	5	3	0.0218398157672647	0.022734823674593	2.24219445726308	479	21069	Non-urothelial	0.0379592394365525	0.055668016194332	1.31521134979737	55	988	Non-urothelial	2.43787787138246e-30	191	29.6129880547116	Phosphorylation	1.0242024161558	Signal_Modifier	-0.16240732786876	Urinary bladder	Urinary bladder	urothelial cells	High	Supported	urothelial cancer	2	10	0	0	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	NA	71	57	412	13.8%	TRUE	0.138	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.222222222222222	0.0161290322580645	0.129032258064516	NA	0.15	0.05	0.194444444444444	0.0277777777777778	0.160377358490566	0.0192307692307692
FLT1	112	TRUE	59.3185103050184	0.00233100233100233	0.41577596822016	0.41577596822016	0.41577596822016	2	0.0635517726779626	-0.00817274697016395	-0.0402444963220442	-0.285841479410307	0.21836886459769	EGFR	TRUE	-0.0369395451590251	1.58372769111781	0.177406302024048	4	477	0.0131066691509032	0.0131066691509032	0.00482085993096356	0.11524207285226	0.504210344007997	0.95036222512271	0.530545439074973	0.189233388825652	1	FALSE	FALSE	Small	Medium	FALSE	FALSE	4	2	1	3	5	0.00709847610833554	0.00555318240068347	2.62683378437374	117	21069	Non-urothelial	0.00176797929935951	0.00303643724696356	0.637624475865623	3	988	Non-urothelial	1.34080447301139e-33	51	32.8726345498766	Phosphorylation	1.13694138765012	Signal_Modifier	0.730980854375139	Urinary bladder	Urinary bladder	urothelial cells	Not detected	Enhanced	urothelial cancer	0	3	2	7	FALSE	High	TRUE	Medium	Cancer_upregulated	High	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	NA	9	8	412	1.9%	TRUE	0.019	Unique_to_EGFR	1	EGFR	0.0158730158730159	0.0241935483870968	0.112903225806452	NA	0.05	0.05	0.0416666666666667	0.0277777777777778	0.00943396226415094	0.0288461538461538
KIT	146	FALSE	72.3221715286496	0.00245098039215686	0.55319341161449	0.55319341161449	0.553193411614489	1	0.0512392058761906	-0.421890129089563	0.0411982018786292	-0.468233949097082	0.481212591411218	EGFR	FALSE	-0.10222766901087	9.32119723569663	2.92947512565977e-07	4	477	0.072498331166731	0.072498331166731	0.0645949379004126	0.279580356929246	0.9494465405083	0.954162582108068	0.995057402492824	4.48770657547879e-07	8.43688836190013e-05	TRUE	TRUE	Medium	Large	TRUE	TRUE	3	2	1	4	5	0.00711388709619933	0.00697707532393564	2.41795261909332	147	21069	Non-urothelial	0.00123251889133661	0.00202429149797571	0.664895361426383	2	988	Non-urothelial	1.34080447301139e-33	185	32.8726345498766	Phosphorylation	1.13694138765012	Signal_Modifier	1.32690239153037	Urinary bladder	Urinary bladder	urothelial cells	Not detected	Enhanced	urothelial cancer	0	0	1	11	FALSE	High	FALSE	None	Not_expressed	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	10	10	412	2.4%	TRUE	0.024	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0238095238095238	0.0161290322580645	0.0483870967741935	NA	0.05	0.1	0.0416666666666667	0.0416666666666667	0.0188679245283019	0.00961538461538462
PAK1	98	TRUE	43.452178155545	0.00230414746543779	0.339071021939786	0.339071021939786	0.339071021939786	2	0.503898789366722	-0.447924903563298	0.106388725941302	0.208994372385985	-0.321736339184194	EGFR	TRUE	0.0367976178574296	11.7954353993403	3.81730230460832e-09	4	477	0.0900102728751717	0.0900102728751717	0.0822224730547986	0.314505173879515	0.95182369293002	1.02597237386945	0.92772838447903	6.39176199841393e-09	1.0993830637272e-06	TRUE	TRUE	Medium	Large	TRUE	TRUE	3	1	4	5	2	0.0652540447249085	0.0638853291565808	2.35824980158252	1346	21069	Non-urothelial	0.154798721320058	0.216599190283401	1.55288628476008	214	988	Urothelial	1.33464473192058e-32	88	31.874634323438	Transferase_Regulation	1.10242429530692	Peripheral	0.297036834269218	Urinary bladder	Urinary bladder	urothelial cells	Medium	Enhanced	urothelial cancer	0	8	3	0	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	3	3	412	0.7%	TRUE	0.007	Unique_to_EGFR	1	EGFR	0.00793650793650794	0.0483870967741935	0.0161290322580645	0.0483870967741935	NA	NA	NA	0.0277777777777778	0.00943396226415094	0.0384615384615385
DOCK1	54	TRUE	10.8622323032494	0.00216919739696312	0.167286078847044	0.167286078847044	0.167286078847044	2	0.0732680867376512	-0.872753995024793	0.394067255849757	-0.287586669040624	-0.0800796176565402	EGFR	TRUE	-0.0328162701757985	38.0911369843354	1.1412164159034e-27	4	477	0.242092676552399	0.242092676552399	0.235363090171894	0.565174780367454	1.26682125087455	1.01906055985213	1.24312656262389	5.05646658123354e-27	3.2867032778018e-25	TRUE	TRUE	Large	Very Large	TRUE	TRUE	1	2	3	5	4	0.0178957160004336	0.0187953865869287	2.00731416038944	396	21069	Non-urothelial	0.014077552693068	0.0202429149797571	1.33975086110798	20	988	Non-urothelial	1.22118563588294e-29	26	28.9132183127041	Other	1	Peripheral	-0.952651236859821	Urinary bladder	Urinary bladder	urothelial cells	Medium	Approved	urothelial cancer	1	1	1	9	TRUE	Medium	TRUE	Low	Constitutive	High	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	12	12	412	2.9%	FALSE	0.029	Unique_to_EGFR	1	EGFR	0.0396825396825397	0.0483870967741935	0.0161290322580645	0.0161290322580645	NA	NA	0.0416666666666667	0.0138888888888889	0.0471698113207547	0.0288461538461538
ELMO2	32	TRUE	2.6738445622459	0.00208768267223382	0.105498022307435	0.105498022307435	0.105498022307435	2	0.0251355813710249	-0.328694621372677	-0.00937670045589922	-0.148480802958799	0.0048535289077555	EGFR	FALSE	-0.0907361885206065	2.21825865853462	0.0660307383571874	4	477	0.0182620437884969	0.0182620437884969	0.0100088406781459	0.136388231739779	0.353830202743702	1.00246299806294	0.35296086082719	0.0731417409494999	1	FALSE	FALSE	Small	Medium	FALSE	FALSE	3	1	2	5	4	0.00773960420555186	0.00825857895486259	1.92921201569377	174	21069	Non-urothelial	0.0290914401953739	0.0425101214574899	1.20050732191222	42	988	Non-urothelial	6.88816839805703e-22	5	21.161896244038	Other	0.731910782645035	Peripheral	-2.37282378974566	Urinary bladder	Urinary bladder	urothelial cells	Not detected	Approved	urothelial cancer	0	1	0	10	FALSE	Medium	TRUE	Low	Cancer_upregulated	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	6	6	412	1.5%	FALSE	0.015	Unique_to_EGFR	1	EGFR	0.00793650793650794	0.0161290322580645	NA	0.0161290322580645	0.05	NA	0.0416666666666667	0.0416666666666667	0.0283018867924528	0.0288461538461538
NCKAP1L	38	TRUE	3.88368100829684	0.00204081632653061	0.0858471990715354	0.0858471990715354	0.0858471990715353	2	0.110683068463366	-0.0579813830897256	-0.666180762461091	0.432611226505009	0.320224434061113	EGFR	FALSE	-0.246455364808488	49.2464874981309	1.10373837774334e-34	4	477	0.292270113337984	0.292270113337984	0.285911062289017	0.642626212211767	1.0987919889661	0.782269552481358	1.40462067772002	8.59126088621846e-34	3.17876652790083e-32	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	3	2	4	1	0.006753635013332	0.00555318240068347	2.26934127872548	117	21069	Non-urothelial	0.000389297822115655	0.00101214574898785	0.384626248250268	1	988	Non-urothelial	1.22118563588294e-29	202	28.9132183127041	Other	1	Peripheral	-1.23759727841963	Urinary bladder	Urinary bladder	urothelial cells	Medium	Approved	urothelial cancer	0	1	7	3	TRUE	Medium	TRUE	Low	Constitutive	High	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	10	9	412	2.2%	FALSE	0.022	Unique_to_EGFR	1	EGFR	0.0317460317460317	0.032258064516129	0.0645161290322581	0.0161290322580645	NA	0.05	0.0833333333333333	NA	0.00943396226415094	NA
PPARG	122	FALSE	19.2152333098614	0.00238663484486874	0.503967423675992	0.503967423675992	0.503967423675992	1	0.230757423065493	0.454982924416819	0.510359559340211	-1.19612560517322	0.330546506958953	EGFR	FALSE	0.244769365500971	139.516408625109	7.40221656303713e-79	4	477	0.539159658961899	0.539159658961899	0.534778508282048	1.08164177031406	1.70648516451343	0.738262155996127	2.31148942235958	2.13183837015469e-76	2.13183837015469e-76	TRUE	TRUE	Large	Very Large	TRUE	TRUE	1	4	3	2	5	0.21357783703776	0.164364706440742	2.96820665585207	3463	21069	Urothelial	2.07132666723659	0.987854251012146	3.23587242095754	976	988	Urothelial	3.12007685587019e-34	245	33.5058347080107	Growth_Factor_Response	1.15884141106798	Signal_Receptor	0.760155534628278	Urinary bladder	Urinary bladder	urothelial cells	High	Approved	urothelial cancer	4	4	2	2	TRUE	Medium	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	14	14	412	3.4%	TRUE	0.034	Shared_EGFR_ERBB2	2	EGFR,ERBB2	0.0634920634920635	0.201612903225806	0.032258064516129	0.0483870967741935	0.1	0.35	0.0694444444444444	0.236111111111111	0.0283018867924528	0.0576923076923077
NCF1	64	TRUE	13.4557298824807	0.00215982721382289	0.222331449887174	0.222331449887174	0.222331449887174	1	0.239527253481637	-0.0700399066263378	-0.685605156574813	0.576168719865408	0.149648000882383	EGFR	FALSE	-0.229387037941688	62.6006408933209	1.63285331979255e-42	4	477	0.344242069127732	0.344242069127732	0.338278001610154	0.724536378290285	1.26177387644022	0.800291170877429	1.57664350470945	3.35901254357325e-41	4.70261756100255e-40	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	2	3	4	1	0.0060209087842125	0.00579049788789216	2.55622470103973	122	21069	Non-urothelial	0.0266275571633621	0.0394736842105263	1.18184922168098	39	988	Non-urothelial	1.34080447301139e-33	66	32.8726345498766	Phosphorylation	1.13694138765012	Signal_Modifier	-0.254773285240834	Urinary bladder	Urinary bladder	urothelial cells	Not detected	Enhanced	urothelial cancer	0	0	0	12	FALSE	High	FALSE	None	Not_expressed	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	1	1	412	0.2%	FALSE	0.002	Unique_to_EGFR	1	EGFR	0.00793650793650794	NA	NA	NA	NA	NA	0.0138888888888889	0.0277777777777778	NA	0.0192307692307692
MAPKAP1	26	TRUE	2.44260978898882	0.00203665987780041	0.0820396507906678	0.0820396507906678	0.0820396507906677	1	-0.236249609707033	0.257038398454915	-0.147162541341737	0.159968161826358	-0.351629117219406	EGFR	TRUE	-0.0427362880241634	4.81950766596538	0.000808258636183744	4	477	0.0388452227838368	0.0388452227838368	0.0307233171822722	0.201035217373593	0.608667515674321	1.00640747719005	0.604792322662148	0.00101208037922138	0.232778487220918	TRUE	TRUE	Small	Medium	TRUE	FALSE	3	4	5	1	2	0.0378661926890541	0.0374958469789738	2.7499141123751	790	21069	Non-urothelial	0.280983937883678	0.368421052631579	1.88804322115644	364	988	Urothelial	2.43787787138246e-30	26	29.6129880547116	Phosphorylation	1.0242024161558	Signal_Modifier	-1.33788103208895	Urinary bladder	Urinary bladder	urothelial cells	Medium	Supported	urothelial cancer	0	1	4	6	TRUE	High	TRUE	Low	Constitutive	High	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	3	3	412	0.7%	TRUE	0.007	Unique_to_EGFR	1	EGFR	0.0158730158730159	0.0241935483870968	0.0161290322580645	NA	NA	NA	NA	NA	NA	NA
ALB	166	FALSE	63.9340220107505	0.00253164556962025	0.650374349571358	0.650374349571357	0.650374349571357	1	-0.140299389486687	0.136263506450673	-0.0968984524401894	-0.104528001928073	-0.114370712154074	EGFR	FALSE	-0.0535682802729661	2.0323000465219	0.0887778845996794	4	477	0.0167567736243651	0.0167567736243651	0.00849403858996118	0.130546345787642	0.276562895937359	0.787543507853423	0.351171577416943	0.0975879036820904	1	FALSE	FALSE	Small	Medium	FALSE	FALSE	2	5	4	1	3	0	0	0	0	21069	Non-urothelial	0	0	0	0	988	Non-urothelial	1.3725490971878e-12	12	11.8624721115363	Other	0.410278509408413	Peripheral	-1.21424275252894	Urinary bladder	Urinary bladder	urothelial cells	Not detected	Enhanced	urothelial cancer	0	7	3	2	FALSE	High	TRUE	High	Cancer_upregulated	High	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	NA	7	7	412	1.7%	TRUE	0.017	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0396825396825397	0.0241935483870968	NA	NA	0.05	NA	0.0277777777777778	0.0277777777777778	0.0283018867924528	0.0288461538461538
RPS3	76	FALSE	42.7418044267429	0.0021505376344086	0.139242342822686	0.139242342822685	0.139242342822685	4	0.0222291794072892	-0.616652050140215	0.585221539944911	-0.351352309146702	0.105986218436977	EGFR	FALSE	0.106561673836759	39.4677768291387	1.46721541324854e-28	4	477	0.248666391488246	0.248666391488246	0.241984744307549	0.575297038064126	1.20187359008513	1.00305269459608	1.19821580317783	6.81545224218675e-28	4.22558039015579e-26	TRUE	TRUE	Large	Very Large	TRUE	TRUE	1	3	2	5	4	1.49065611573249	0.428117138924486	4.73862649676348	9020	21069	Urothelial	3.20783640375962	1	4.08720161109187	988	988	Urothelial	1.33464473192058e-32	111	31.874634323438	Transferase_Regulation	1.10242429530692	Peripheral	-0.0480996943753931	Urinary bladder	Urinary bladder	urothelial cells	Medium	Uncertain	urothelial cancer	0	6	4	0	TRUE	Low	TRUE	High	Constitutive	Medium	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	1	1	412	0.2%	FALSE	0.002	Shared_all_3	3	EGFR,FGFR3,ERBB2	NA	0.0403225806451613	NA	0.032258064516129	NA	0.05	NA	NA	0.00943396226415094	0.00961538461538462
LRRK2	102	FALSE	162.188432884113	0.00234741784037559	0.293312107411647	0.293312107411646	0.293312107411646	4	-0.0825316623088336	-0.193219549115104	-0.517777325670534	0.30676556808008	0.253783952634908	EGFR	FALSE	-0.251957752737258	28.0113457190004	6.49168913210084e-21	4	477	0.19021519586308	0.19021519586308	0.183113682458401	0.484660686328199	0.824542893750615	0.675164313351566	1.22124774287539	1.94750673963025e-20	1.86960647004504e-18	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	3	2	4	1	0.00406472952330634	0.00384451089278086	1.84358453709264	81	21069	Non-urothelial	0	0	0	0	988	Non-urothelial	1.33464473192058e-32	230	31.874634323438	Transferase_Regulation	1.10242429530692	Functional_Bridge	0.982707432880765	Urinary bladder	Urinary bladder	urothelial cells	Not detected	Approved	urothelial cancer	0	0	0	11	FALSE	Medium	FALSE	None	Not_expressed	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	37	33	412	8.0%	TRUE	0.08	Shared_EGFR_ERBB2	2	EGFR,ERBB2	0.0793650793650794	0.0161290322580645	0.129032258064516	NA	NA	NA	0.194444444444444	NA	0.113207547169811	0.00961538461538462
VEGFD	46	TRUE	7.73699215176938	0.00205761316872428	0.16573614456116	0.16573614456116	0.16573614456116	2	-0.253588361731314	-0.234758741731729	-0.209791225449739	-0.106995996288967	0.458149209972284	EGFR	FALSE	-0.181557665835291	6.68087608336275	3.08328964846447e-05	4	477	0.0530519304808155	0.0530519304808155	0.045021688386516	0.236694144624403	0.711737571703597	0.60537818861816	1.1756908079695	4.24874363041994e-05	0.00887987418757768	TRUE	TRUE	Small	Medium	TRUE	FALSE	3	5	1	4	2	0	0	0	0	21069	Non-urothelial	0	0	0	0	988	Non-urothelial	2.68770472039839e-29	39	28.5706184459403	Growth_Factor_Response	0.988150752951176	Signal_Receptor	-1.13899189123011	NA	NA	NA	NA	NA	urothelial cancer	2	3	5	2	NA	NA	TRUE	Medium	Insufficient_data	Low	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	2	2	412	0.5%	FALSE	0.005	Unique_to_EGFR	1	EGFR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFA	106	TRUE	46.9447163597126	0.00232558139534884	0.339973649721174	0.339973649721173	0.339973649721173	3	0.00430307995971023	0.528704136652775	-0.0897530109723011	0.669296732908459	-0.301353911485633	EGFR	TRUE	0.142473651161135	16.7670085653207	7.18157328197906e-13	4	477	0.123271410996137	0.123271410996137	0.115706719706572	0.374971792821132	0.970650644394092	0.91352211361425	1.06253656033987	1.4668745427021e-12	2.06829310520997e-10	TRUE	TRUE	Medium	Large	TRUE	TRUE	4	3	5	2	1	0.0198117077134898	0.0213109307513408	2.02880853123836	449	21069	Non-urothelial	0.122511037580866	0.171052631578947	1.43813971193159	169	988	Urothelial	1.34080447301139e-33	32	32.8726345498766	Phosphorylation	1.13694138765012	Signal_Modifier	0.572883670457413	Urinary bladder	Urinary bladder	urothelial cells	Medium	Approved	urothelial cancer	2	2	2	4	TRUE	Medium	TRUE	Medium	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	Unique_to_EGFR	1	EGFR	NA	0.0483870967741935	NA	NA	NA	0.1	NA	0.0277777777777778	NA	NA
RICTOR	60	TRUE	31.454115235269	0.00223214285714286	0.21003083678985	0.210030836789849	0.210030836789849	1	0.0584452694284335	-0.156249292709729	0.00183606008820928	0.140549044089623	-0.366092829276446	EGFR	TRUE	-0.0232834989532365	1.63845875322757	0.163357221850314	4	477	0.0135534754113475	0.0135534754113475	0.00527048767004851	0.11721644954458	0.506641873366069	0.990245303978512	0.511632694778286	0.174895464285838	1	FALSE	FALSE	Small	Medium	FALSE	FALSE	3	2	5	4	1	0.0612162948426257	0.0601832075561251	2.3757678301116	1268	21069	Non-urothelial	0.0786071409155169	0.109311740890688	1.18231956273583	108	988	Non-urothelial	1.34080447301139e-33	52	32.8726345498766	Phosphorylation	1.13694138765012	Signal_Modifier	-0.222320430827195	Urinary bladder	Urinary bladder	urothelial cells	Medium	Approved	urothelial cancer	0	9	0	0	TRUE	Medium	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	19	18	412	4.4%	TRUE	0.044	Unique_to_EGFR	1	EGFR	0.0634920634920635	0.0725806451612903	0.0161290322580645	0.032258064516129	NA	NA	0.0833333333333333	0.0555555555555556	0.0566037735849057	0.153846153846154
NOS3	120	TRUE	59.4353608976919	0.00238095238095238	0.443201665146963	0.443201665146963	0.443201665146962	1	-0.0984210416017908	0.096903710244812	-0.507805779883313	0.201361181363575	0.18925176975078	EGFR	FALSE	-0.201106667065285	20.533737401586	1.26077364663494e-15	4	477	0.146896468668558	0.146896468668558	0.139493080482224	0.41495863653413	0.709166961246888	0.789497775236019	0.898250740522839	2.92824846960374e-15	3.63102810230864e-13	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	4	2	3	1	0.00176425607766907	0.00199345009255304	1.50575181939447	42	21069	Non-urothelial	0.000427589027336747	0.00101214574898785	0.422457959008707	1	988	Non-urothelial	5.57269228825787e-27	140	26.2539349370624	Other	0.908025341666196	Peripheral	-0.0286743746626393	Urinary bladder	Urinary bladder	urothelial cells	Not detected	Enhanced	urothelial cancer	0	0	0	12	FALSE	High	FALSE	None	Not_expressed	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	11	11	412	2.7%	FALSE	0.027	Unique_to_EGFR	1	EGFR	0.0555555555555556	0.00806451612903226	0.0806451612903226	NA	NA	NA	0.0416666666666667	NA	0.00943396226415094	0.0384615384615385
